facility,month,total_energy_use_kbtu,electricity_use_kwh,natural_gas_use_mcf,steam_use_k_lbs,water_use_k_gals,wastewater_use_k_gals,total_energy_cost,electricity_cost,natural_gas_cost,steam_cost,water_cost,wastewater_cost,total_utility_cost,total_emissions_tons_co_2,electricity_tons_co_2,natural_gas_tons_co_2,steam_tons_co_2,heating_degree_days,cooling_degree_days,uses_electricity_for_summer_cooling,uses_natural_gas_for_winter_heating,uses_steam_for_winter_heating,wnu_all_energy,wnu_gas,wnu_electricity,wnu_steam
S Park Buffalo Inn,2018-12-01,77093.75,0,74.993920233463,0,0,0,558.51,0,558.51,0,0,0,558.51,4.509984375,0,4.509984375,0,890,0,,Yes,,43834.5147023667,42.6405785042478,0,0
S Park Buffalo Inn,2019-03-01,43050.5747126,0,41.8779909655642,0,0,0,410.21,0,410.21,0,0,0,410.21,2.5184586206871,0,2.5184586206871,0,860,0,,Yes,,26702.3692595292,25.9750673730829,0,0
S Park Buffalo Inn,2019-05-01,2669.6329254,0,2.5969191881323,0,0,0,47.28,0,47.28,0,0,0,47.28,0.1561735261359,0,0.1561735261359,0,101,76,,Yes,,8081.70167323123,7.86157750314323,0,0
S Park Buffalo Inn,2020-09-01,1258.0645161,0,1.22379816741245,0,0,0,28.06,0,28.06,0,0,0,28.06,0.07359677419185,0,0.07359677419185,0,90,86,,Yes,,3670.75642565274,3.57077473312523,0,0
S Park Buffalo Inn,2020-11-01,34271.4285714,0,33.3379655363813,0,0,0,160.7,0,160.7,0,0,0,160.7,2.0048785714269,0,2.0048785714269,0,536,0,,Yes,,32370.6065336313,31.488916861509,0,0
S Park Buffalo Inn,2021-01-01,125861.9047619,0,122.433759496012,0,0,0,515.18,0,515.18,0,0,0,515.18,7.36292142857115,0,7.36292142857115,0,1052,0,,Yes,,61373.9629855933,59.7022986241181,0,0
S Park Buffalo Inn,2021-04-01,39879.3103448,0,38.793103448249,0,0,0,178.92,0,178.92,0,0,0,178.92,2.3329396551708,0,2.3329396551708,0,416,15,,Yes,,48872.9738378732,47.5418033442346,0,0
S Park Community House,2015-03-01,44695.8525345,0,43.4784557728599,0,0,0,157.93,0,157.93,0,0,0,157.93,2.61470737326825,0,2.61470737326825,0,885,0,,Yes,,62750.956806911,61.0417867771508,0,0
S Park Community House,2015-05-01,5763.5467981,0,5.60656303317121,0,0,0,39.84,0,39.84,0,0,0,39.84,0.33716748768885,0,0.33716748768885,0,89,131,,Yes,,24390.2821319595,23.7259553812836,0,0
S Park Community House,2015-07-01,1445.8525345,0,1.40647133706226,0,0,0,26.22,0,26.22,0,0,0,26.22,0.08458237326825,0,0.08458237326825,0,0,262,,Yes,,3824.33513896374,3.72017036864178,0,0
S Park Community House,2016-02-01,49500,0,48.1517509727626,0,0,0,325.07,0,325.07,0,0,0,325.07,2.89575,0,2.89575,0,891,0,,Yes,,31692.3076923077,30.8290930859024,0,0
S Park Community House,2016-03-01,32269.5852534,0,31.3906471336576,0,0,0,221.2,0,221.2,0,0,0,221.2,1.8877707373239,0,1.8877707373239,0,512,1,,Yes,,37324.3448482308,36.3077284515864,0,0
S Park Community House,2016-05-01,3514.2857143,0,3.41856586994163,0,0,0,39.1,0,39.1,0,0,0,39.1,0.20558571428655,0,0.20558571428655,0,175,65,,Yes,,8438.86160717716,8.20900934550306,0,0
S Park Community House,2016-07-01,1033.4101383,0,1.00526278044747,0,0,0,28.64,0,28.64,0,0,0,28.64,0.06045449309055,0,0.06045449309055,0,0,330,,Yes,,1685.81552864091,1.63989837416431,0,0
S Park Community House,2017-02-01,40821.4285714,0,39.7095608671206,0,0,0,340.5,0,340.5,0,0,0,340.5,2.3880535714269,0,2.3880535714269,0,665,1,,Yes,,32492.8764478537,31.6078564667837,0,0
S Park Community House,2017-09-01,2404.8943271,0,2.33939136877432,0,0,0,33.89,0,33.89,0,0,0,33.89,0.14068631813535,0,0.14068631813535,0,67,119,,Yes,,6390.82889310159,6.21675962363969,0,0
N Park Master Meter,2018-07-01,142423.2804233,0,138.544047104377,0,1574.5,0,1045.39,0,1045.39,0,6595.18,0,7640.57,8.33176190476305,0,8.33176190476305,0,0,268,,Yes,,275457.961515213,267.955215481724,0,0
N Park Master Meter,2019-02-01,1204272.7272727,0,1171.47152458434,0,3675.3904,0,9412.06,0,9412.06,0,19306.68,0,28718.74,70.4499545454529,0,70.4499545454529,0,862,0,,Yes,,735855.741706073,715.812978313302,0,0
N Park Master Meter,2019-09-01,167038.1773399,0,162.488499357879,0,1971.2122,0,1089.14,0,1089.14,0,10629.02,0,11718.16,9.77173337438415,0,9.77173337438415,0,6,132,,Yes,,620924.653266474,604.012308624973,0,0
N Park Master Meter,2019-11-01,903190.5241935,0,878.59000407928,0,1084.6652,0,5228.3,0,5228.3,0,6155.35,0,11383.65,52.8366456653198,0,52.8366456653198,0,799,0,,Yes,,569040.044341583,553.540899164964,0,0
N Park Master Meter,2020-01-01,2421058.8235294,0,2355.11558709086,0,1426.1413,0,6799.82,0,6799.82,0,7869.15,0,14668.97,141.63194117647,0,141.63194117647,0,904,0,,Yes,,1378851.91957313,1341.29564160811,0,0
N Park Nature Center,2015-01-01,174255.4292749,3028.47268906799,159.457471264397,0,0,0,1587.86,297.39,1290.47,0,0,0,1587.86,11.087066464842,1.4976130579437,9.5894534068983,0,1205,0,,Yes,,,,,
N Park Nature Center,2015-04-01,58884.6126609,1849.64224138335,51.1416666666342,0,0,0,661.32,197.8,463.52,0,0,0,661.32,3.99022598442677,0.914668434428723,3.07555754999805,0,353,1,,Yes,,173828.063807134,159.025816070205,5869.39204657428,0
N Park Nature Center,2015-06-01,12959.4872908,1096.99166667644,8.96551724134241,0,0,0,202.14,133.42,68.72,0,0,0,202.14,1.08164272193968,0.542474446079831,0.53916827585985,0,24,190,,Yes,,31666.8068388888,29.0177570092098,4043.49077885222,0
N Park Nature Center,2016-07-01,16816.804479,1694.84749454865,10.7334482758755,0,0,0,264.02,176.65,87.37,0,0,26.24,290.26,1.37041167247794,0.724923560063338,0.6454881124146,0,0,330,,Yes,,23648.9484472449,16.5626454197363,2764.82697343037,0
N Park Nature Center,2017-02-01,93411.921926,2373.45057470692,82.9899888765564,0,0,0,759.94,238.78,521.16,0,0,28.58,788.52,6.00602897777314,1.01517702671479,4.99085195105835,0,665,1,,Yes,,75576.7061797717,66.3640734282884,1889.20963763308,0
N Park Nature Center,2017-09-01,22030.3428443,1315.64627365182,17.0635775861868,0,0,0,276.63,153.78,122.85,0,0,27.44,304.07,1.588900284337,0.562730855458903,1.0261694288781,0,67,119,,Yes,,48608.2545990908,42.8590569020021,3496.2327134326,0
N Park Nature Center,2017-11-01,94242.3913002,1917.41914284877,85.3114369501945,0,0,0,716.87,210.28,506.59,0,0,27.44,744.31,5.95058154592836,0.820122350617561,5.1304591953108,0,673,0,,Yes,,68796.261437609,61.1444995759535,1364.53340276852,0
N Park Nature Center,2018-01-01,166735.8539208,3888.06811359906,149.289655172374,0,0,0,1267.69,373.34,894.35,0,0,28.48,1296.17,10.640993552441,1.66301226968482,8.9779812827562,0,1194,0,,Yes,,73310.4738404396,63.3919035631375,1628.25968064621,0
N Park Nature Center,2018-04-01,73145.3523958,2560.4505151524,62.6547619047665,0,0,0,799.63,257.91,541.72,0,0,28,827.63,4.86309308667087,1.09516101524202,3.76793207142885,0,562,11,,Yes,,68586.9079857623,58.5033423043937,2386.6373218161,0
N Park Nature Center,2018-06-01,17815.815478,1352.88055832356,12.8402597402724,0,0,0,259.44,162.65,96.79,0,0,27.74,287.18,1.35084431842777,0.578656778167271,0.7721875402605,0,16,186,,Yes,,36779.289749418,31.0323257761646,3523.17409827609,0
N Park Nature Center,2018-08-01,14225.4390493,1314.87774293669,9.47380952373541,0,0,0,240.62,158.28,82.34,0,0,28.35,268.97,1.13213809510277,0.562402137964369,0.5697359571384,0,0,247,,Yes,,23073.0503648891,18.0452230754242,2728.300131705,0
N Park Nature Center,2018-10-01,57970.2603961,1948.58857142438,49.9238095237354,0,0,0,540.52,208.39,332.13,0,0,28.36,568.88,3.83577225808518,0.833454200946781,3.0023180571384,0,400,52,,Yes,,63533.2309055895,55.1066331880998,2157.14694507192,0
N Park Nature Center,2018-12-01,120833.1143822,2886.7559648007,107.960606060603,0,0,0,1165.88,248.99,916.89,0,0,28.35,1194.23,7.72726396204904,1.23472903477649,6.49253492727255,0,890,0,,Yes,,71290.340423944,62.0321313541808,1641.3723133354,0
N Park Nature Center,2019-03-01,110047.2615835,1870.55206696952,100.841379310311,0,0,0,788.23,206.46,581.77,0,0,28.99,817.22,6.86447514015184,0.800076271188337,6.0643988689635,0,860,0,,Yes,,70533.9018865322,63.1170680833792,1160.22079484056,0
N Park Nature Center,2019-05-01,26492.8995796,883.296574706917,22.8395833333658,0,0,0,962.05,133.29,828.76,0,0,28.67,990.72,1.75133224002874,0.377805377526792,1.37352686250195,0,101,76,,Yes,,68048.3235016786,66.1006964817005,2673.97788581691,0
N Park Master Meter,2019-06-01,138844.1558441,0,135.062408408658,0,1272.4496,0,1161.05,0,1161.05,0,7143.98,0,8305.03,8.12238311687985,0,8.12238311687985,0,31,136,,Yes,,439858.787692754,427.878198144704,0,0
N Park Master Meter,2019-08-01,127796.2382445,0,124.315406852626,0,3306.6666,0,1018.25,0,1018.25,0,17408.15,0,18426.4,7.47607993730325,0,7.47607993730325,0,1,212,,Yes,,311052.662168474,302.580410669721,0,0
N Park Master Meter,2019-10-01,507796.0829494,0,493.965061234825,0,1304.6331,0,2291.7,0,2291.7,0,7218.46,0,9510.16,29.7060708525399,0,29.7060708525399,0,298,34,,Yes,,774547.34381391,753.450723554387,0,0
South Park-Stoltz Rd Sewage,2015-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,207,,,,0,0,0,0
South Park-Stoltz Rd Sewage,2015-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,,,,0,0,0,0
South Park-Stoltz Rd Sewage,2015-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,,,,0,0,0,0
South Park-Stoltz Rd Sewage,2016-04-01,0,0,0,0,0,76.7749,0,0,0,0,0,73.55,73.55,0,0,0,0,400,1,,,,0,0,0,0
South Park-Stoltz Rd Sewage,2016-06-01,0,0,0,0,0,25.9879,0,0,0,0,0,36.27,36.27,0,0,0,0,13,216,,,,0,0,0,0
South Park-Stoltz Rd Sewage,2016-08-01,0,0,0,0,0,28.6552,0,0,0,0,0,37.03,37.03,0,0,0,0,0,345,,,,0,0,0,0
South Park-Stoltz Rd Sewage,2016-10-01,0,0,0,0,0,6.7586,0,0,0,0,0,77.96,77.96,0,0,0,0,271,22,,,,0,0,0,0
South Park-Stoltz Rd Sewage,2016-12-01,0,0,0,0,0,0.3548,0,0,0,0,0,16.22,16.22,0,0,0,0,956,0,,,,0,0,0,0
South Park-Stoltz Rd Sewage,2017-03-01,0,0,0,0,0,2.9407,0,0,0,0,0,18.36,18.36,0,0,0,0,762,2,,,,0,0,0,0
South Park-Stoltz Rd Sewage,2017-05-01,0,0,0,0,0,22.0935,0,0,0,0,0,34.77,34.77,0,0,0,0,172,46,,,,0,0,0,0
South Park-Stoltz Rd Sewage,2017-07-01,0,0,0,0,0,40.8103,0,0,0,0,0,51.17,51.17,0,0,0,0,0,274,,,,0,0,0,0
South Park-Stoltz Rd Sewage,2018-02-01,0,0,0,0,0,23.8211,0,0,0,0,0,38.36,38.36,0,0,0,0,717,3,,,,0,0,0,0
South Park-Stoltz Rd Sewage,2020-02-01,0,0,0,0,0,0.5882,0,0,0,0,0,14.43,14.43,0,0,0,0,892,0,,,,0,0,0,0
South Park-Stoltz Rd Sewage,2020-03-01,0,0,0,0,0,3.5455,0,0,0,0,0,19.24,19.24,0,0,0,0,583,1,,,,0,0,0,0
South Park-Stoltz Rd Sewage,2020-05-01,0,0,0,0,0,63.4828,0,0,0,0,0,73.17,73.17,0,0,0,0,258,61,,,,0,0,0,0
South Park-Stoltz Rd Sewage,2020-07-01,0,0,0,0,0,53.2637,0,0,0,0,0,76.54,76.54,0,0,0,0,0,384,,,,0,0,0,0
South Park-Stoltz Rd Sewage,2021-02-01,0,0,0,0,0,1.5109,0,0,0,0,0,16.02,16.02,0,0,0,0,1020,0,,,,0,0,0,0
South Park Stoltz Rd Sewage,2022-04-01,0,0,0,0,0,83.7926,0,0,0,0,0,90.39,90.39,0,0,0,0,484,14,,,,0,0,0,0
S Park Concession Stand,2015-02-01,760.3885714,222.857142848769,0,0,0,0,34.46,34.46,0,0,0,0,34.46,0.110205308567288,0.110205308567288,0,0,1280,0,,,,715.834553544531,0,209.799107134974,0
S Park Concession Stand,2015-09-01,5720.4197849,1676.5591397714,0,0,0,0,202.79,202.79,0,0,0,0,202.79,0.829076936767493,0.829076936767493,0,0,24,170,,,,17072.7992549335,0,5003.75124704969,0
S Park Concession Stand,2015-11-01,0,0,0,0,0,0,75.39,75.39,0,0,0,0,75.39,0,0,0,0,481,2,,,,0,0,0,0
Poll Moni: Wash Blvd,2016-02-01,0,0,0,0,0,0,13.51,13.51,0,0,0,0,13.51,0,0,0,0,891,0,,,,0,0,0,0
Park Maint Center,2022-01-01,1939.2003954,568.347126436108,0,0,0,0,58.4,58.4,0,0,0,0,58.4,0.243094569613505,0.243094569613505,0,0,1244,0,,Yes,,1628.39898426449,0,379.479885580994,0
N Park Master Meter,2019-12-01,2255247.4264706,0,2193.82045376518,0,1395.7047,0,6761.85,0,6761.85,0,7692.39,0,14454.24,131.93197444853,0,131.93197444853,0,895,0,,Yes,,1281098.41500638,1246.20468385835,0,0
N Park Master Meter,2020-04-01,1083350,0,1053.84241245136,0,1229.8929,0,3387.73,0,3387.73,0,6832.47,0,10220.2,63.375975,0,63.375975,0,511,0,,Yes,,1119626.56012177,1089.13089506008,0,0
N Park Master Meter,2020-06-01,191151.6129032,0,185.945148738521,0,2372.1786,0,934.54,0,934.54,0,12688.7,0,13623.24,11.1823693548372,0,11.1823693548372,0,13,165,,Yes,,563393.357961281,548.048013581012,0,0
N Park Master Meter,2020-08-01,272754.8387097,0,265.325718589202,0,4347.9177,0,1042.32,0,1042.32,0,22784.04,0,23826.36,15.9561580645174,0,15.9561580645174,0,0,257,,Yes,,549073.75423627,534.118437973024,0,0
N Park Master Meter,2020-10-01,680513.7931034,0,661.978397960506,0,1503.7778,0,2263.64,0,2263.64,0,8285.81,0,10549.45,39.8100568965489,0,39.8100568965489,0,338,5,,Yes,,1009139.81842891,981.653519872477,0,0
N Park Master Meter,2020-12-01,2162140.4295051,0,2103.24944504387,0,1510.2148,0,6688.23,0,6688.23,0,8229.74,0,14917.97,126.485215126048,0,126.485215126048,0,960,0,,Yes,,1141182.54036746,1110.09974743916,0,0
N Park Master Meter,2021-03-01,2044989.9014778,0,1989.28978742977,0,1452.9653,0,7084.39,0,7084.39,0,7970.18,0,15054.57,119.631909236451,0,119.631909236451,0,608,0,,Yes,,1772957.88333358,1724.66720168637,0,0
Poll Moni: Bristol,2020-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,,,,0,0,0,0
Poll Moni: Bristol,2020-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,5,,,,0,0,0,0
Poll Moni: Bristol,2020-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,,,,0,0,0,0
Poll Moni: Bristol,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,,,,0,0,0,0
Poll Moni: Bristol,2021-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,62,,,,0,0,0,0
N Park Master Meter,2021-05-01,575118.4649611,0,559.453759689786,0,1347.3081,0,2134.95,0,2134.95,0,7486.14,0,9621.09,33.6444302002244,0,33.6444302002244,0,252,62,,Yes,,965101.996640639,938.815171829415,0,0
N Park Nature Center,2015-03-01,120854.6312931,2698.08189654162,108.60775862072,0,0,0,1182.29,271.88,910.41,0,0,0,1182.29,7.86568456467354,1.33423117674069,6.53145338793285,0,885,0,,Yes,,167252.856798612,151.874452074853,3787.98503554007,0
N Park Nature Center,2015-05-01,23684.9550483,1287.11609194021,18.7678160920233,0,0,0,334.19,152.83,181.36,0,0,0,334.19,1.76515198988355,0.636493065741446,1.1286589241421,0,89,131,,Yes,,80856.6803358682,74.5742580985168,5446.84127998334,0
N Park Nature Center,2015-07-01,5994.6884333,1305.00833332356,1.5,0,0,0,230.7,150.38,80.32,0,0,0,230.7,0.735547975920169,0.645340975920169,0.090207,0,0,262,,Yes,,5994.6884333,1.5,3451.79685111919,0
N Park Nature Center,2016-02-01,127349.9023027,3061.19923373388,113.720905172374,0,0,0,863.44,290.09,573.35,0,0,24.6,888.04,8.14829005390732,1.30934225865112,6.8389477952562,0,891,0,,Yes,,83692.1991002663,73.3492819440841,1959.9286469283,0
N Park Nature Center,2016-03-01,82766.3142613,2323.43965515826,72.8003289473735,0,0,0,572.13,229.03,343.1,0,0,26.29,598.42,5.37185243842075,0.993786256183603,4.37806618223715,0,512,1,,Yes,,94791.9448734554,83.9689268401325,2687.38696956275,0
N Park Nature Center,2016-05-01,27195.1901724,1464.48275861665,21.59375,0,0,0,296,161.13,134.87,0,0,26.29,322.29,1.92499643198103,0.626391494481029,1.2986049375,0,175,65,,Yes,,56903.4974271128,49.7511637369792,3516.66549927191,0
N Park Nature Center,2017-08-01,17058.5223054,1667.13548385111,11.0605603448444,0,0,0,269.9,179.16,90.74,0,0,28.35,298.25,1.37823050144202,0.713070523423766,0.66515997801825,0,4,175,,Yes,,37174.4026325971,28.4432407051139,4698.26359640722,0
N Park Nature Center,2017-10-01,50274.1718014,1623.46075861665,43.5164627363813,0,0,0,434.48,176.54,257.94,0,0,28.36,462.84,3.31138291863753,0.69438988259703,2.6169930360405,0,243,38,,Yes,,82410.5810613281,74.0104554265405,2801.70845682543,0
N Park Nature Center,2017-12-01,144131.6434314,3404.35991597304,128.906583072082,0,0,0,1164.4,332.75,831.65,0,0,28.35,1192.75,9.20830372476867,1.45611963197982,7.75218409278885,0,1044,0,,Yes,,70099.4598044763,60.6251622647316,1579.85033101135,0
N Park Nature Center,2018-03-01,107914.9478956,3399.8214848476,93.6913978495136,0,0,0,913.37,329.22,584.15,0,0,28.99,942.36,7.08859172901604,1.45417844514198,5.63441328387405,0,915,0,,Yes,,64370.931378129,54.3039024496136,1947.29493444751,0
Poll Moni: Semple,2017-12-01,1154.2930412,338.303939390387,0,0,0,0,64.51,64.51,0,0,0,0,64.51,0.144700037563935,0.144700037563935,0,0,1044,0,,,,535.669050345605,0,156.995618506918,0
Poll Moni: Semple,2018-03-01,1088.6668142,319.069992438453,0,0,0,0,60.98,60.98,0,0,0,0,60.98,0.13647325530576,0.13647325530576,0,0,915,0,,,,623.549025159419,0,182.751765873218,0
Poll Moni: Semple,2018-05-01,1481.0118395,434.059741940211,0,0,0,0,76.38,76.38,0,0,0,0,76.38,0.185656900942151,0.185656900942151,0,0,19,146,,,,4802.74187891189,0,1407.60312981005,0
Poll Moni: Semple,2018-07-01,1798.5345773,527.120333323564,0,0,0,0,89.97,89.97,0,0,0,0,89.97,0.225460963209821,0.225460963209821,0,0,0,268,,,,3478.50903942973,0,1019.4926844753,0
Poll Moni: Semple,2019-02-01,1235.095379,361.98575,0,0,0,0,66.27,66.27,0,0,0,0,66.27,0.1548292689615,0.1548292689615,0,0,862,0,,,,754.689536356149,0,221.186851218097,0
Poll Moni: Semple,2019-09-01,1538.7019355,450.967741940211,0,0,0,0,80.37,80.37,0,0,0,0,80.37,0.192888824518151,0.192888824518151,0,0,6,132,,,,5719.75808761756,0,1676.36520739084,0
Poll Moni: Semple,2019-11-01,1132.3575,331.875,0,0,0,0,62.25,62.25,0,0,0,0,62.25,0.14195023875,0.14195023875,0,0,799,0,,,,713.422854591947,0,209.092278602564,0
Poll Moni: Semple,2020-01-01,1309.8778064,383.903225791325,0,0,0,0,71.21,71.21,0,0,0,0,71.21,0.164203855541917,0.164203855541917,0,0,904,0,,,,746.007288302035,0,218.642229865778,0
Poll Moni: Sylvan,2015-03-01,0,0,0,0,0,0,15.34,15.34,0,0,0,0,15.34,0,0,0,0,885,0,,,,0,0,0,0
Poll Moni: Sylvan,2015-05-01,0,0,0,0,0,0,13.32,13.32,0,0,0,0,13.32,0,0,0,0,89,131,,,,0,0,0,0
Poll Moni: Sylvan,2015-07-01,0,0,0,0,0,0,13.27,13.27,0,0,0,0,13.27,0,0,0,0,0,262,,,,0,0,0,0
Poll Moni: Sylvan,2016-02-01,0,0,0,0,0,0,13.06,13.06,0,0,0,0,13.06,0,0,0,0,891,0,,,,0,0,0,0
Poll Moni: Sylvan,2016-07-01,0,0,0,0,0,0,13.6,13.6,0,0,0,0,13.6,0,0,0,0,0,330,,,,0,0,0,0
Poll Moni: Sylvan,2017-02-01,2.5731186,0.754137924970692,0,0,0,0,19.32,19.32,0,0,0,0,19.32,0.000322561381544314,0.000322561381544314,0,0,665,1,,,,2.04814058893694,0,0.600275670849044,0
Poll Moni: Sylvan,2017-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,119,,,,0,0,0,0
Poll Moni: Sylvan,2017-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0,,,,0,0,0,0
South Park Baptist Rd.Sewage,2015-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0,,,,0,0,0,0
South Park Baptist Rd.Sewage,2015-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,131,,,,0,0,0,0
South Park Baptist Rd.Sewage,2015-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,,,,0,0,0,0
South Park Baptist Rd.Sewage,2016-03-01,0,0,0,0,0,294.6711,0,0,0,0,0,249.27,249.27,0,0,0,0,512,1,,,,0,0,0,0
South Park Baptist Rd.Sewage,2016-05-01,0,0,0,0,0,56.3922,0,0,0,0,0,58.5,58.5,0,0,0,0,175,65,,,,0,0,0,0
Poll Moni: Sylvan,2019-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,0,,,,0,0,0,0
Poll Moni: Sylvan,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,,,,0,0,0,0
N Park Maint Bldg & Golf Crs,2020-12-01,273872.983871,0,266.413408434825,0,0,0,1984.42,0,1984.42,0,0,151.78,2136.2,16.0215695564535,0,16.0215695564535,0,960,0,,Yes,,144550.771636726,140.613591086309,0,0
N Park Maint Bldg & Golf Crs,2021-03-01,195300.4926109,0,189.981023940564,0,0,0,1746.53,0,1746.53,0,0,155.19,1901.72,11.4250788177377,0,11.4250788177377,0,608,0,,Yes,,169320.90850092,164.709054961984,0,0
N Park Maint Bldg & Golf Crs,2021-05-01,76903.2258065,0,74.8085854148833,0,0,0,817.31,0,817.31,0,0,153.48,970.79,4.49883870968025,0,4.49883870968025,0,252,62,,Yes,,129050.72832078,125.535727938502,0,0
S Side Garage,2021-07-01,50037.1312896,12922.2725057444,5.784375,0,4.0323,4.0323,1299.57,1248.75,50.82,0,457.83,42.91,1800.31,5.87500098445202,5.52714024070202,0.34786074375,0,0,236,,Yes,,,,,
S Park Buffalo Inn,2015-03-01,73354.8387097,0,71.3568469938716,0,0,0,245.42,0,245.42,0,0,0,245.42,4.29125806451745,0,4.29125806451745,0,885,0,,Yes,,102986.878075483,100.18178801117,0,0
S Park Buffalo Inn,2015-05-01,7389.1625616,0,7.18790132451362,0,0,0,44.78,0,44.78,0,0,0,44.78,0.4322660098536,0,0.4322660098536,0,89,131,,Yes,,31269.5924765891,30.4178915141917,0,0
S Park Buffalo Inn,2015-07-01,7460.8294931,0,7.25761623842413,0,0,0,44.5,0,44.5,0,0,0,44.5,0.43645852534635,0,0.43645852534635,0,0,262,,Yes,,19734.178773734,19.1966719588852,0,0
S Park Buffalo Inn,2016-11-01,49481.7204301,0,48.1339692899805,0,0,0,294.06,0,294.06,0,0,0,294.06,2.89468064516085,0,2.89468064516085,0,547,3,,Yes,,44271.8268906002,43.0659794655644,0,0
S Park Buffalo Inn,2017-01-01,73904.2016806,0,71.8912467710117,0,0,0,695.49,0,695.49,0,0,0,695.49,4.3233957983151,0,4.3233957983151,0,921,0,,Yes,,41231.7505937911,40.1087068032988,0,0
S Park Buffalo Inn,2017-04-01,20275.862069,0,19.7236012344358,0,0,0,273.47,0,273.47,0,0,0,273.47,1.1861379310365,0,1.1861379310365,0,244,23,,Yes,,41297.0568399399,40.1722342800972,0,0
S Park Buffalo Inn,2017-06-01,3556.0344828,0,3.45917751245136,0,0,0,45.17,0,45.17,0,0,0,45.17,0.2080280172438,0,0.2080280172438,0,25,171,,Yes,,9489.43192032203,9.23096490303699,0,0
S Park Buffalo Inn,2017-08-01,14959.3596059,0,14.5519062314202,0,0,0,130.41,0,130.41,0,0,0,130.41,0.87512253694515,0,0.87512253694515,0,4,175,,Yes,,42157.9501742772,41.0096791578571,0,0
S Park Buffalo Inn,2017-10-01,16620.9677419,0,16.1682565582685,0,0,0,59.51,0,59.51,0,0,0,59.51,0.97232661290115,0,0.97232661290115,0,243,38,,Yes,,28683.8506172356,27.9025784214354,0,0
S Park Buffalo Inn,2017-12-01,81066.6666667,0,78.8586251621595,0,0,0,558.66,0,558.66,0,0,0,558.66,4.74240000000195,0,4.74240000000195,0,1044,0,,Yes,,37620.3466520863,36.5956679495002,0,0
S Park Buffalo Inn,2018-03-01,70165.5172414,0,68.2543942036965,0,0,0,513.07,0,513.07,0,0,0,513.07,4.1046827586219,0,4.1046827586219,0,915,0,,Yes,,40188.2736802554,39.0936514399372,0,0
S Park Buffalo Inn,2018-05-01,10149.7695853,0,9.8733167172179,0,0,0,131.24,0,131.24,0,0,0,131.24,0.59376152074005,0,0.59376152074005,0,19,146,,Yes,,32914.4724900267,32.017969348275,0,0
S Park Buffalo Inn,2018-07-01,16466.6666667,0,16.0181582360895,0,0,0,150.45,0,150.45,0,0,0,150.45,0.96330000000195,0,0.96330000000195,0,0,268,,Yes,,31847.844112834,30.9803931058696,0,0
S Park Buffalo Inn,2019-02-01,54682.7586207,0,53.1933449617704,0,0,0,518.94,0,518.94,0,0,0,518.94,3.19894137931095,0,3.19894137931095,0,862,0,,Yes,,33413.2136285252,32.5031260977871,0,0
S Park Buffalo Inn,2019-09-01,4783.0923248,0,4.65281354552529,0,0,0,49.51,0,49.51,0,0,0,49.51,0.2798109010008,0,0.2798109010008,0,6,132,,Yes,,17780.0068859381,17.2957265427413,0,0
S Park Buffalo Inn,2019-11-01,35875,0,34.897859922179,0,0,0,232.71,0,232.71,0,0,0,232.71,2.0986875,0,2.0986875,0,799,0,,Yes,,22602.4421690907,21.9868114485318,0,0
S Park Buffalo Inn,2020-01-01,99987.6623377,0,97.2642629744163,0,0,0,394.6,0,394.6,0,0,0,394.6,5.84927824675545,0,5.84927824675545,0,904,0,,Yes,,56945.4070293859,55.3943648145777,0,0
S Park Community House,2015-01-01,60672.0779221,0,59.0195310526265,0,0,0,205.68,0,205.68,0,0,0,205.68,3.54931655844285,0,3.54931655844285,0,1205,0,,Yes,,,,,
S Park Community House,2015-04-01,19018.4331797,0,18.5004213810311,0,0,0,78.99,0,78.99,0,0,0,78.99,1.11257834101245,0,1.11257834101245,0,353,1,,Yes,,60350.395306581,58.7066102204094,0,0
S Park Community House,2015-06-01,1540.6006674,0,1.49863878151751,0,0,0,25.08,0,25.08,0,0,0,25.08,0.0901251390429,0,0.0901251390429,0,24,190,,Yes,,5678.62526376224,5.5239545367337,0,0
